gaTrackerData.jobId,jobTitle,payPeriod,payPercentile50,payPercentile10,payPercentile90
3413181705,Vice President,ANNUAL,132538.75,81028.25,191988.19
3318705294,Software Engineer,ANNUAL,130890.2,102986.59,148204.39
3318705294,Senior Software Engineer,ANNUAL,176361.48,155923.28,190687.66
3318705294,Product Manager,ANNUAL,114049.1,86285.74,140809.3
3318705294,Account Manager,ANNUAL,,74859.47,81226.83
3318705294,Director,ANNUAL,,219420.0,241270.0
3457862378,Hospitalist,ANNUAL,206954.23,206010.7,224125.88
3457862378,Registered Nurse,HOURLY,37.26,29.06,47.84
3457862378,Neurologist,ANNUAL,206010.7,206010.7,206010.7
3457862378,Nurse Practitioner,ANNUAL,125198.49,119517.48,132208.42
3457862378,Staff RN,HOURLY,36.86,35.58,39.08
3402238150,Senior Software Engineer,ANNUAL,,194687.87,212489.01
3402238150,Systems Engineer,ANNUAL,,144432.3,156273.7
3402238150,Executive Assistant,ANNUAL,,63505.36,69828.49
3402238150,Systems Administrator,ANNUAL,,131983.1,142119.83
3402238150,Material Handler,ANNUAL,,47389.91,51352.76
3391819541,Background Investigator,HOURLY,20.34,17.07,23.25
3391819541,Investigator,ANNUAL,45907.41,30225.26,67156.54
3391819541,Investigator,HOURLY,17.63,15.26,21.44
3391819541,Background Investigator,ANNUAL,42629.65,30803.61,51979.11
3391819541,Business Analyst,ANNUAL,60434.44,47917.86,110156.33
3374108397,Programmer Analyst,ANNUAL,79389.89,66436.13,90822.73
3374108397,Programmer/Analyst,ANNUAL,98700.05,92696.66,98700.05
3374108397,Senior Programmer Analyst,ANNUAL,95255.99,95255.99,98013.84
3374108397,Systems Analyst,ANNUAL,,60155.5,111319.6
3374108397,Software Developer,ANNUAL,,81871.4,93112.75
2616877635,Product Manager,ANNUAL,80718.79,78709.42,88986.44
2616877635,Assistant Product Manager,ANNUAL,78729.3,74029.57,90116.76
2616877635,Senior Product Manager,ANNUAL,,92009.45,98996.51
2616877635,Senior Product Marketing Manager,ANNUAL,,105119.95,114958.76
2616877635,Assistant Program Manager,ANNUAL,77469.19,75004.41,83425.67
3467668172,Technical Recruiter,ANNUAL,,51376.22,55590.92
3436692281,Operations,ANNUAL,,30456.21,32437.96
3444720351,Computer Systems Analyst,ANNUAL,70205.42,65216.17,88956.0
3444720351,Product Manager,ANNUAL,106365.67,76255.24,127629.63
3444720351,Systems Engineer,ANNUAL,70020.54,59686.31,101006.0
3444720351,Applications Engineer,ANNUAL,66416.34,50555.17,73630.87
3444720351,Product Engineer,ANNUAL,78025.22,65284.49,129250.07
3397750777,Store Manager,ANNUAL,48626.16,33129.44,60759.2
3397750777,Assistant Manager,HOURLY,13.07,9.24,16.96
3397750777,Assistant Store Manager,HOURLY,12.82,9.68,16.03
3397750777,Store Manager,HOURLY,14.85,12.89,25.38
3397750777,Key Holder,HOURLY,7.85,6.61,11.97
3467484062,Vice President,ANNUAL,124537.41,87815.29,176460.79
3467484062,Fund Accountant,ANNUAL,45086.01,40481.11,57047.27
3467484062,Senior Associate,ANNUAL,82184.37,60941.31,158138.28
3467484062,Managing Director,ANNUAL,204032.91,140791.42,272901.68
3467484062,Intern,HOURLY,18.83,14.19,23.65
3437897188,Senior Software Engineer,HOURLY,,68.06,77.83
3437897188,Business Development Manager,ANNUAL,,76618.0,91302.27
3437897188,Software Engineer,HOURLY,,57.97,62.22
3437897188,Business Analyst,ANNUAL,,115099.85,124741.87
3437897188,Software Developer,HOURLY,,43.52,46.51
3410572530,Cloud Operations Engineer,ANNUAL,64211.46,41232.61,75655.91
3410572530,Cloud Engineer,ANNUAL,53330.05,52930.14,73252.26
3410572530,Cloud Operations Engineer,HOURLY,26.84,20.86,27.0
3410572530,Senior Software Engineer,ANNUAL,,101277.67,140970.2
3410572530,Project Manager,ANNUAL,,86728.22,93559.53
3114501081,Analyst,ANNUAL,71189.15,69771.46,75174.04
3114501081,Software Engineer,ANNUAL,88481.0,68460.69,104591.37
3114501081,Consultant,ANNUAL,85972.82,73617.35,94941.45
3114501081,Senior Consultant,ANNUAL,108379.91,99715.45,111868.66
3114501081,Project Manager,ANNUAL,137712.91,121985.93,151000.05
3420265037,Sales,ANNUAL,45726.72,36626.13,50849.39
3420265037,Credit Analyst,ANNUAL,53861.95,50023.98,56011.95
3420265037,Account Support Advisor,HOURLY,16.03,15.62,16.83
3420265037,Account Manager,ANNUAL,,47219.97,61649.31
3420265037,Marketing Specialist,ANNUAL,,35875.13,41393.51
3449618883,Intern - Hourly,HOURLY,17.24,16.14,21.59
3449618883,Lead Applications Integration Specialist,ANNUAL,125341.25,117502.33,134061.72
3449618883,Director,ANNUAL,147619.72,110135.73,182366.62
3449618883,Customer Service Representative,ANNUAL,33038.89,27408.25,40957.65
3449618883,Intern,HOURLY,17.34,13.79,21.61
3399811808,Clinical Supervisor,ANNUAL,56074.09,47361.14,66467.95
3399811808,Psychiatrist,ANNUAL,166091.3,140354.48,172779.63
3399811808,Intensive Case Manager,ANNUAL,38645.54,38046.04,45648.22
3399811808,Director,ANNUAL,75908.97,49462.57,131182.36
3399811808,Case Manager,ANNUAL,36662.26,30178.7,43089.56
3451289150,Senior Sales Representative,ANNUAL,87682.05,72464.54,105411.47
3451289150,Sales Representative,ANNUAL,76453.02,62822.48,99809.75
3451289150,Pharmaceutical Sales Representative,ANNUAL,70329.37,50324.25,94652.51
3451289150,Senior Research Associate,ANNUAL,85597.12,77349.54,94107.14
3451289150,Intern,HOURLY,21.82,16.59,34.58
3430978699,General Manager of North America,ANNUAL,202502.91,199962.08,205043.73
3430978699,Marketing Manager,ANNUAL,,62781.07,68205.54
3430978699,Database Administrator,HOURLY,,25.91,27.95
3430978699,Regional Sales Manager,ANNUAL,,73041.98,79003.64
3430978699,CA,ANNUAL,,49609.54,54158.91
3437270451,Senior Software Engineer,ANNUAL,161772.83,133902.07,188664.34
3437270451,Software Engineer,ANNUAL,138075.03,108383.72,181072.19
3437270451,Software Developer,ANNUAL,145474.18,123948.41,181011.38
3437270451,Business Development Manager,ANNUAL,114705.73,72260.59,133000.0
3437270451,Software Development Engineer In Test,ANNUAL,102797.8,91718.99,130673.89
3356156067,Associate Chemist,ANNUAL,54267.21,50359.35,63511.91
3356156067,Project Engineer,ANNUAL,81398.48,54746.8,104153.27
3356156067,Intern,HOURLY,20.72,15.64,24.53
3356156067,Intern - Hourly,HOURLY,23.01,18.3,28.34
3356156067,Maintenance Technician,ANNUAL,46541.31,43546.03,48923.55
3464244136,Software Engineer,ANNUAL,77575.57,66654.03,101420.98
3464244136,Senior Software Engineer,ANNUAL,99497.76,79432.14,116504.84
3464244136,Programmer Analyst,ANNUAL,,66007.7,72422.71
3464244136,Software Engineer (Websphere Portal/Wcm Developer),ANNUAL,,67922.19,74021.57
3464244136,Consultant,ANNUAL,,81493.73,88659.05
3437454279,Software Engineer,ANNUAL,126140.21,117326.12,131301.28
3437454279,Software Engineer,MONTHLY,,5133.28,5578.27
3437454279,Software Engineer,HOURLY,,41.52,44.89
3437454279,Account Executive,ANNUAL,,111724.45,121017.32
3437454279,Program Manager,ANNUAL,,102508.24,111298.93
3364106875,"Member Technical Staff, Software",ANNUAL,112051.93,93713.48,146461.91
3364106875,Software Engineer,ANNUAL,104805.8,85282.73,130191.59
3364106875,Systems Engineer,ANNUAL,131416.78,100984.65,161498.97
3364106875,Senior Software Engineer,ANNUAL,154805.85,115223.03,194402.71
3364106875,Technical Support Engineer,ANNUAL,85898.85,62408.15,104569.99
3456846631,Senior Software Engineer,ANNUAL,,92738.1,101043.36
3456846631,Research Scientist,ANNUAL,,97658.53,106935.25
3456846631,National Service and Support Center Manager,ANNUAL,,107403.95,125376.59
3456846631,Software Engineer,ANNUAL,,88181.07,95379.02
3456846631,Sales,ANNUAL,,95616.72,104135.15
3462828164,Claims Examiner,ANNUAL,40739.08,36872.62,52908.99
3462828164,Customer Service Representative,ANNUAL,33950.25,30062.1,43322.21
3462828164,Senior Claims Examiner,ANNUAL,46771.36,42947.69,63129.06
3462828164,Assistant Vice President,ANNUAL,163194.56,115685.02,200560.84
3462828164,Customer Service Representative,HOURLY,16.46,14.41,18.32
3375674297,Pharmaceutical Sales Specialist,ANNUAL,77787.54,64734.4,97018.01
3375674297,Senior Scientist,ANNUAL,117344.44,95594.63,162168.24
3375674297,Pharmaceuticals Sales Specialist,ANNUAL,80581.58,59224.37,97167.96
3375674297,Pharmaceutical Sales Representative,ANNUAL,72839.38,59321.45,93578.53
3375674297,Director,ANNUAL,187671.48,161746.11,218611.17
3455756782,Software Engineer,ANNUAL,92636.99,79176.51,133199.12
3455756782,Senior Software Engineer,ANNUAL,120819.38,101628.6,143731.24
3455756782,Technical Support Engineer,ANNUAL,59510.32,50403.89,74185.63
3455756782,Inside Sales Representative,ANNUAL,38470.88,32661.94,48741.68
3455756782,Territory Manager,ANNUAL,61773.1,59935.7,131910.41
3443854118,Az,ANNUAL,,63622.07,94321.45
3443854118,Software Engineer,ANNUAL,,97128.45,104879.93
3443854118,Senior Software Engineer,ANNUAL,,105862.96,115530.53
3443854118,Engineer,ANNUAL,,95642.75,104005.99
3443854118,Industrial Engineer,ANNUAL,,85523.45,93465.53
3394150419,Business Process Analyst,ANNUAL,,61017.77,95609.22
3394150419,Customer Service Representative,HOURLY,12.78,10.93,19.37
3394150419,Software Engineer,ANNUAL,91832.02,79141.76,109941.04
3394150419,Manager,ANNUAL,75728.68,52472.95,141292.13
3394150419,Web Developer,ANNUAL,76661.66,63603.88,105380.02
3291624826,Senior Data Analyst,ANNUAL,,82208.68,89318.36
3291624826,Data Analyst I,ANNUAL,,61165.5,65862.23
3291624826,Customer Service Representative,HOURLY,15.63,13.01,23.3
3291624826,Vice President,ANNUAL,114258.43,76923.75,189032.9
3291624826,Loan Officer,ANNUAL,30947.54,21818.05,48841.84
3330636354,Senior Project Manager,ANNUAL,,124205.23,134297.24
3330636354,IT Manager,ANNUAL,,85953.24,93653.91
3330636354,Operations Analyst,ANNUAL,,58207.71,62725.2
3330636354,Data Entry,HOURLY,,11.95,12.93
3330636354,Corporate Paralegal,ANNUAL,,71841.85,77192.37
3454332310,Funder,HOURLY,14.0,13.24,15.71
3454332310,Underwriter,ANNUAL,,56022.45,63338.62
3454332310,Customer Service Representative,HOURLY,,12.58,13.76
3454332310,Administrative Assistant,HOURLY,,15.41,16.68
3454332310,Data Analyst,ANNUAL,,79218.98,84710.49
3399467888,Software Development Engineer II,ANNUAL,138964.73,124511.12,161284.61
3399467888,Software Development Engineer,ANNUAL,118670.73,101853.89,156059.43
3399467888,Software Development Engineer I,ANNUAL,108079.66,105559.26,128324.44
3399467888,Product Design Engineer,ANNUAL,119146.33,108850.3,147445.89
3399467888,Senior Software Development Engineer,ANNUAL,164818.92,150018.01,183520.65
3312352318,Software Engineer,ANNUAL,130014.79,107408.73,143252.73
3312352318,Data Analyst,ANNUAL,124933.0,95343.83,125249.48
3312352318,Engineering Director,ANNUAL,,195042.92,239804.89
3312352318,Community Marketing Manager,ANNUAL,,53443.16,110898.27
3312352318,Customer Service Representative,ANNUAL,,31251.36,34273.59
3255906223,Systems Analyst,ANNUAL,65248.29,63250.2,68537.73
3255906223,Systems Analyst III,ANNUAL,83905.18,73512.84,86949.0
3255906223,Business Systems Analyst,ANNUAL,80327.8,60923.8,90632.77
3255906223,Business Systems Analyst II,ANNUAL,,76351.89,82733.31
3255906223,Computer Systems Analyst,ANNUAL,,86651.35,95249.42
3370560926,Recruiter,HOURLY,,11.86,12.85
3258418289,Software Development Programmer,ANNUAL,84231.41,73218.63,115527.7
3258418289,GIS Product Specialist,ANNUAL,78208.04,63544.03,96805.74
3258418289,GIS Support Analyst,ANNUAL,63343.89,56199.81,73499.62
3258418289,Product Engineer,HOURLY,38.8,32.53,48.43
3258418289,GIS Product Engineer,ANNUAL,79039.39,68777.63,92582.32
3295785820,Project Analyst,ANNUAL,53692.61,44735.09,73082.67
3295785820,Project Administrator,ANNUAL,65851.23,62639.2,68792.61
3295785820,Medical Office Assistant,HOURLY,17.84,13.72,22.04
3295785820,Financial Analyst,ANNUAL,57712.24,47783.35,61820.38
3295785820,Senior Project Analyst,ANNUAL,71018.04,61505.39,84782.56
3451529720,Shopper,HOURLY,10.65,5.76,15.37
3451529720,Personal Shopper,HOURLY,13.93,8.12,31.03
3451529720,Communications Specialist,HOURLY,15.17,15.0,15.97
3451529720,Delivery Driver,HOURLY,,11.8,16.42
3451529720,Data Scientist,ANNUAL,,76766.03,135302.7
3453090977,Physical Therapist,HOURLY,40.78,34.81,47.46
3453090977,Physical Therapist,ANNUAL,90588.21,80914.62,101809.34
3453090977,Occupational Therapist,HOURLY,38.5,32.06,46.83
3453090977,CNA,HOURLY,12.27,10.45,14.78
3453090977,Occupational Therapist,ANNUAL,86734.07,62470.36,96966.76
3437435293,Staff Data Scientist,ANNUAL,170012.34,152957.63,175687.52
3437435293,Senior Software Engineer,ANNUAL,139542.38,126325.81,158443.12
3437435293,Staff Software Engineer,ANNUAL,166699.91,148138.57,186237.84
3437435293,Category Specialist,ANNUAL,61542.15,60072.68,74975.89
3437435293,Software Engineer III,ANNUAL,122797.09,110310.05,133438.58
3409786748,Analyst,ANNUAL,,49982.4,54937.97
3409786748,Chief Financial Officer,ANNUAL,,177803.08,192798.26
3409786748,Senior Engineering Technician,ANNUAL,,74532.53,80434.6
3409786748,Contracts,ANNUAL,,55864.83,61129.84
3430147144,Human Resources Manager,ANNUAL,,54402.0,59366.9
3430147144,Enterprise Architect,ANNUAL,,137004.23,147132.93
3430147144,Human Resources Administrator,ANNUAL,,54959.36,59568.31
3214498995,Applications Engineer,ANNUAL,87413.18,72929.5,97560.27
3214498995,Software Engineer,ANNUAL,68717.48,67794.92,83238.57
3214498995,Project Manager,ANNUAL,94705.64,89341.28,97271.88
3214498995,Director of Business Development,ANNUAL,92748.49,80892.88,147961.13
3214498995,Vice President,ANNUAL,154613.38,110049.05,161585.86
3408629723,Senior Consultant,ANNUAL,94094.28,71146.34,119398.38
3408629723,Manager,ANNUAL,130790.02,97512.06,151739.74
3408629723,Senior Manager,ANNUAL,150321.59,124529.15,168655.19
3408629723,Consultant,ANNUAL,64629.98,58409.0,95139.78
3408629723,Senior Associate,ANNUAL,81274.76,74018.27,100184.08
3463933235,Business Analyst,HOURLY,,47.53,51.07
3463933235,Talent Acquisition,ANNUAL,,33566.95,36560.99
3463933235,Logistics Engineer,HOURLY,,58.59,63.69
3443889328,Customer Service Representative,ANNUAL,,34263.03,37543.04
3443889328,Financial Analyst,ANNUAL,,62748.84,67990.87
3443889328,Engineer,ANNUAL,,73710.29,79423.47
3443889328,Project Engineer,ANNUAL,,66744.9,71776.72
3443889328,IT Analyst,ANNUAL,,51179.57,54846.62
3356397190,Operations Lead,ANNUAL,63241.85,56011.95,66833.85
3356397190,Senior Operations Lead,ANNUAL,77049.5,68236.13,82801.18
3356397190,Manager,ANNUAL,101106.6,67829.08,128869.51
3356397190,Patient Access Representative,HOURLY,14.3,11.42,17.65
3356397190,Senior Lead,ANNUAL,76297.58,62812.13,100993.91
3456304374,Software Engineer,ANNUAL,122552.16,94322.71,149362.58
3456304374,Senior Software Engineer,ANNUAL,160953.06,99397.01,179013.82
3456304374,Account Executive,ANNUAL,49247.31,45901.15,73910.17
3456304374,Business Development Representative,ANNUAL,42344.11,35000.0,45907.41
3456304374,Sales,ANNUAL,61171.73,48154.69,127992.13
3451288215,Senior Sales Representative,ANNUAL,87682.05,72464.54,105411.47
3451288215,Sales Representative,ANNUAL,76453.02,62822.48,99809.75
3451288215,Pharmaceutical Sales Representative,ANNUAL,70329.37,50324.25,94652.51
3451288215,Senior Research Associate,ANNUAL,85597.12,77349.54,94107.14
3451288215,Intern,HOURLY,21.82,16.59,34.58
3447191559,Intern,MONTHLY,,1774.25,1922.54
3447191559,Business Development,MONTHLY,,2065.06,2278.54
3447191559,Software Engineering,MONTHLY,,2057.05,2231.29
3464016417,Systems Engineer,ANNUAL,,85560.02,92700.8
3464016417,Solutions Engineer,ANNUAL,,114067.2,124836.0
3464016417,Consulting Hardware Engineer,ANNUAL,,68705.28,75167.28
3464733041,Intern,HOURLY,20.57,17.33,25.1
3464733041,Intern - Hourly,HOURLY,19.92,18.28,24.34
3464733041,Assistant Brand Manager,ANNUAL,105576.61,104326.07,110185.03
3464733041,Brand Manager,ANNUAL,131508.61,114744.06,142848.48
3464733041,Associate Brand Manager,ANNUAL,112591.37,103017.47,117707.28
3455641908,Software Engineer III,ANNUAL,135864.0,135250.56,147923.86
3455641908,Software Engineer,ANNUAL,,111690.46,138024.39
3455641908,Senior Software Engineer,ANNUAL,,144644.85,158638.48
3455641908,Software Engineer(),MONTHLY,,7762.91,8371.89
3455641908,Specialist,ANNUAL,,82813.72,89313.05
3449709722,Accounting Manager,ANNUAL,84857.53,60435.16,86658.84
3449709722,Server,HOURLY,,4.07,9.18
3449709722,Executive Assistant,ANNUAL,,72326.0,86200.07
3449709722,Director,ANNUAL,,71534.0,78037.02
3449709722,Intern - Hourly,HOURLY,,15.35,16.75
3438673293,Registered Nurse,HOURLY,32.8,29.52,42.05
3438673293,Registered Nurse,ANNUAL,77726.03,62007.05,103980.39
3438673293,Resident Physician,ANNUAL,60602.62,58682.68,62403.11
3438673293,Patient Care Technician,HOURLY,15.3,12.6,16.79
3438673293,RN Staff Nurse,HOURLY,34.95,30.68,42.28
3396706940,Project Manager,ANNUAL,105442.66,63047.38,160907.63
3396706940,Business Development Manager,ANNUAL,77327.13,63317.0,95274.25
3396706940,Business Development Associate,ANNUAL,54253.44,45375.82,61307.39
3396706940,Software Developer,ANNUAL,68713.72,64466.02,127772.73
3396706940,Cloud Applications Deployment Engineer,ANNUAL,76069.36,59461.77,95370.55
3377779495,Benefits Analyst,ANNUAL,43873.73,40249.07,48285.92
3377779495,Clinical Associate,ANNUAL,42234.85,41687.69,42728.81
3377779495,Service Delivery Manager,ANNUAL,70232.8,69678.54,92071.75
3377779495,Customer Service Representative,HOURLY,16.16,15.97,17.84
3377779495,Business Analyst,ANNUAL,55566.64,49535.23,94451.3
3467698130,Program Manager,HOURLY,,87.81,96.25
3467698130,Project Manager,HOURLY,,45.76,50.26
3467698130,Business Analyst,ANNUAL,,81763.96,89518.65
3467698130,Program Manager,ANNUAL,,111850.29,119639.05
3467698130,Finance Manager,ANNUAL,,82074.5,89717.64
3453043473,Territory Account Manager,ANNUAL,,39256.72,42063.63
3453043473,Assistant Manager,ANNUAL,,50036.83,54093.63
3453043473,Sales,ANNUAL,,42863.03,46199.55
3394224142,Software Engineer,ANNUAL,100879.67,89024.31,117266.91
3394224142,Senior Software Engineer,ANNUAL,134356.64,114582.8,155687.31
3394224142,Sales Consultant,ANNUAL,37893.92,27301.16,51803.58
3394224142,Customer Engagement Specialist,HOURLY,16.01,15.18,20.96
3394224142,Principal Software Engineer,ANNUAL,165439.17,135741.98,187036.98
3360748380,Design Engineer,ANNUAL,103488.93,90339.62,138344.06
3360748380,Staff Software Engineer,ANNUAL,136898.47,118656.43,162071.78
3360748380,Software Engineer,ANNUAL,102884.5,87981.38,141491.05
3360748380,Senior Software Engineer,ANNUAL,109878.34,94320.49,133243.67
3360748380,Senior Design Engineer,ANNUAL,115492.02,97439.91,134836.55
3464617651,Project Manager,HOURLY,,90.75,99.49
3464617651,Project Manager for Marine and Subsea Construction,ANNUAL,,188755.56,203508.02
3464617651,Senior Business Analyst,ANNUAL,68048.48,68048.48,104277.94
3464617651,Business Systems Analyst,ANNUAL,,54538.5,61822.98
3464617651,Business Analyst,ANNUAL,,97093.66,105957.75
3460570383,Market Deli Associate,HOURLY,10.82,10.16,12.68
3460570383,Cashier,HOURLY,,19.21,21.27
3460570383,Kitchen Manager,ANNUAL,,43162.15,56230.15
3460570383,Produce Clerk,HOURLY,,15.17,21.44
3460570383,Grocery Manager,ANNUAL,,52149.34,73392.28
3325589460,Intern - Hourly,HOURLY,15.3,15.03,15.71
3325589460,Process Engineer,ANNUAL,78955.36,65050.55,130101.1
3325589460,Research Engineer,ANNUAL,66015.91,60305.25,89384.94
3325589460,Team Leader,ANNUAL,,60021.46,66001.85
3325589460,Process Technician,HOURLY,,13.49,18.67
3368583006,Account Manager,ANNUAL,,49047.09,53348.08
3368583006,Technical Recruiter,ANNUAL,,56879.41,61798.19
3368583006,Technical Project Manager,ANNUAL,,135250.29,145422.97
